Start,Open_Daily,Open_Log_Returns_Daily,Open_Trend_Daily,Open_Seasonal_Daily,Open_Residual_Daily,Open_Weekly,Open_Log_Returns_Weekly,Open_Trend_Weekly,Open_Seasonal_Weekly,Open_Residual_Weekly,Open_Monthly,Open_Log_Returns_Monthly,Open_Trend_Monthly,Open_Seasonal_Monthly,Open_Residual_Monthly,Open_Quarterly,Open_Log_Returns_Quarterly,Open_Trend_Quarterly,Open_Seasonal_Quarterly,Open_Residual_Quarterly,High_Daily,High_Log_Returns_Daily,High_Trend_Daily,High_Seasonal_Daily,High_Residual_Daily,High_Weekly,High_Log_Returns_Weekly,High_Trend_Weekly,High_Seasonal_Weekly,High_Residual_Weekly,High_Monthly,High_Log_Returns_Monthly,High_Trend_Monthly,High_Seasonal_Monthly,High_Residual_Monthly,High_Quarterly,High_Log_Returns_Quarterly,High_Trend_Quarterly,High_Seasonal_Quarterly,High_Residual_Quarterly,Low_Daily,Low_Log_Returns_Daily,Low_Trend_Daily,Low_Seasonal_Daily,Low_Residual_Daily,Low_Weekly,Low_Log_Returns_Weekly,Low_Trend_Weekly,Low_Seasonal_Weekly,Low_Residual_Weekly,Low_Monthly,Low_Log_Returns_Monthly,Low_Trend_Monthly,Low_Seasonal_Monthly,Low_Residual_Monthly,Low_Quarterly,Low_Log_Returns_Quarterly,Low_Trend_Quarterly,Low_Seasonal_Quarterly,Low_Residual_Quarterly,Close_Daily,Close_Log_Returns_Daily,Close_Trend_Daily,Close_Seasonal_Daily,Close_Residual_Daily,Close_Weekly,Close_Log_Returns_Weekly,Close_Trend_Weekly,Close_Seasonal_Weekly,Close_Residual_Weekly,Close_Monthly,Close_Log_Returns_Monthly,Close_Trend_Monthly,Close_Seasonal_Monthly,Close_Residual_Monthly,Close_Quarterly,Close_Log_Returns_Quarterly,Close_Trend_Quarterly,Close_Seasonal_Quarterly,Close_Residual_Quarterly,Volume_Daily,Volume_Log_Returns_Daily,Volume_Trend_Daily,Volume_Seasonal_Daily,Volume_Residual_Daily,Volume_Weekly,Volume_Log_Returns_Weekly,Volume_Trend_Weekly,Volume_Seasonal_Weekly,Volume_Residual_Weekly,Volume_Monthly,Volume_Log_Returns_Monthly,Volume_Trend_Monthly,Volume_Seasonal_Monthly,Volume_Residual_Monthly,Volume_Quarterly,Volume_Log_Returns_Quarterly,Volume_Trend_Quarterly,Volume_Seasonal_Quarterly,Volume_Residual_Quarterly,Market Cap_Daily,Market Cap_Log_Returns_Daily,Market Cap_Trend_Daily,Market Cap_Seasonal_Daily,Market Cap_Residual_Daily,Market Cap_Weekly,Market Cap_Log_Returns_Weekly,Market Cap_Trend_Weekly,Market Cap_Seasonal_Weekly,Market Cap_Residual_Weekly,Market Cap_Monthly,Market Cap_Log_Returns_Monthly,Market Cap_Trend_Monthly,Market Cap_Seasonal_Monthly,Market Cap_Residual_Monthly,Market Cap_Quarterly,Market Cap_Log_Returns_Quarterly,Market Cap_Trend_Quarterly,Market Cap_Seasonal_Quarterly,Market Cap_Residual_Quarterly
2021-02-15,48643.603406616,0.014820699136617571,48643.603406616,0.0,0.0,,,48601.08364102928,12.72491392389754,29.79485166281841,,,,917.3668991002145,,,,,2723.5996826244386,,48884.837314601,-0.029412520819733376,48884.837314601,0.0,0.0,,,50078.21496329929,190.0048591212911,-1383.3825078195807,,,,726.638185264555,,,,,2318.6290284259026,,46167.980204254,-0.021845177557250423,46167.980204254,0.0,0.0,,,47621.56623511971,-171.18852567214728,-1282.3975051935593,,,,556.6682081195707,,,,,2125.193816899323,,47981.977492583,-0.026308252152570988,47981.977492583,0.0,0.0,,,49197.166323927566,65.50472908029664,-1280.6935604248636,,,,541.3455200567278,,,,,1678.669586050234,,121933582464.31572,-0.053201410620415696,121933582464.31572,0.0,0.0,,,134068876213.08464,-2715483985.9541507,-9419809762.81477,,,,-690753643.5005655,,,,,-685931544.873399,,890979166011.1172,-0.02108317310741536,890979166011.1172,0.0,0.0,,,912216200646.4235,618717032.2721127,-21855751667.57839,,,,11927388873.24514,,,,,40232158690.97713,
2021-02-16,47927.987260302,-0.024741891590486783,47927.987260302,0.0,0.0,,,49111.48081765785,67.78663085618182,-1251.280188212036,,,,534.3753227583281,,,,,1620.509761499424,,50344.017500916,-0.04221822282725148,50344.017500916,0.0,0.0,,,51160.320132476576,55.44201078573003,-871.7446423463049,,,,359.5874327412802,,,,,1753.0506387148255,,47187.624536482,-0.03949715811560507,47187.624536482,0.0,0.0,,,48249.663316345715,-13.250363610005676,-1048.788416253711,,,,337.91136572348597,,,,,1423.9621407330083,,49261.050774171,-0.05656123689062386,49261.050774171,0.0,0.0,,,50364.67862853314,4.097451405340159,-1107.7253057674775,,,,178.9365163814674,,,,,1232.489747845073,,128596282134.78947,-0.10417099713305147,128596282134.78947,0.0,0.0,,,130598630327.65636,6051911578.599699,-8054259771.466581,,,,2448423562.2862344,,,,,1619686066.0222054,,909963253204.201,-0.04123851352894889,909963253204.201,0.0,0.0,,,926982310340.1768,604781730.0861567,-17623838866.061863,,,,6939060048.478966,,,,,29918849591.122173,
2021-02-17,49128.607890832,-0.05856845180844601,49128.607890832,0.0,0.0,,,50331.681858191565,20.693299118259247,-1223.7672664778265,,,,152.89363827307386,,,,,1179.1803309731156,,52514.956601818,0.0004043460623654956,52514.956601818,0.0,0.0,,,52508.96301841143,214.10551516007382,-208.11193175350473,,,,359.44740046684944,,,,,773.7072009929352,,49088.69796565,-0.03664004696458283,49088.69796565,0.0,0.0,,,49442.72996646828,-27.338958340699786,-326.69304247758276,,,,147.3115409514317,,,,,-451.6605287773774,,52127.620932861,0.009072210871480123,52127.620932861,0.0,0.0,,,51643.538324383284,87.34057978740404,396.74202869031046,,,,153.76391621310825,,,,,-112.39024100956087,,142714894908.7139,0.17242878129026873,142714894908.7139,0.0,0.0,,,130229202307.20828,5289878363.124694,7195814238.380921,,,,5949188857.933249,,,,,8508989443.423222,,948273280355.4424,-0.019419199917087335,948273280355.4424,0.0,0.0,,,951044729729.7922,2749304043.6402664,-5520753417.99012,,,,4637737160.354352,,,,,7254476950.346672,
2021-02-18,52091.9258349,0.01017229509709551,52091.9258349,0.0,0.0,,,51595.354703206,85.46964412850642,411.10148756549324,,,,169.08769428862047,,,,,-185.73582696316578,,52493.726678308,-0.06874111239759752,52493.726678308,0.0,0.0,,,53756.93026892029,41.80218504893431,-1305.0057756612252,,,,-2.1192778572845654,,,,,608.681371472373,,50920.666933165,0.0012612214430089226,50920.666933165,0.0,0.0,,,50647.975841212,21.718116394879008,250.97297555811923,,,,-338.5079884615643,,,,,-739.5731020860917,,51656.846873218,-0.07706428894105118,51656.846873218,0.0,0.0,,,52885.626386147,-63.46174648916868,-1165.3177664398338,,,,-392.9383037306899,,,,,-100.58575809487097,,120111456625.69244,0.06054449772827224,120111456625.69244,0.0,0.0,,,129519547634.0365,7665222133.885343,-17073313142.229397,,,,6844510590.465437,,,,,13756318007.508589,,966867951236.198,-0.022655052471272332,966867951236.198,0.0,0.0,,,973598905381.4612,462700036.010082,-7193654181.273266,,,,-2032714335.3280349,,,,,3028824485.8167243,
2021-02-19,51564.717399117,-0.07967267830343028,51564.717399117,0.0,0.0,,,52847.841619520426,-63.57929442399078,-1219.544925979437,,,,-412.07253638649104,,,,,-53.40904576417284,,56229.120609577,-0.022872144895130973,56229.120609577,0.0,0.0,,,54974.95519837972,39.00202034447665,1215.1633908528054,,,,-439.1866652340338,,,,,38.9654497166603,,50856.485178347,-0.07383974819560724,50856.485178347,0.0,0.0,,,51111.150330266,-190.351233125292,-64.31391879370616,,,,-384.2675125874732,,,,,-1102.0168002533255,,55795.155052979,-0.003821558305675241,55795.155052979,0.0,0.0,,,53767.294628885575,-82.51463537812447,2110.3750594715466,,,,-223.74187085731936,,,,,-573.5236414724027,,113055134900.88724,-0.21700172434572018,113055134900.88724,0.0,0.0,,,133423498088.29453,3500178316.5469003,-23868541503.95419,,,,5168637824.730457,,,,,4255012725.3576508,,989022402978.7488,-0.057838632799913914,989022402978.7488,0.0,0.0,,,991931388005.3623,-1998098162.5039299,-910886864.1095955,,,,-7374262700.595183,,,,,-6881698057.632423,
2021-02-20,55841.110508027,-0.002297101059283985,55841.110508027,0.0,0.0,,,53729.55496258428,-80.40038158377898,2191.955927026495,,,48037.148691127964,101.78184750772323,7702.179969391312,,,,-581.3600733863622,,57530.021690749,-0.013326579816490576,57530.021690749,0.0,0.0,,,55511.521364213004,-324.09485704437145,2342.5951835803708,,,49944.68757540255,-150.0553753576275,7735.389490704078,,,,-698.4495877041733,,54753.834239833,-0.014625871989699526,54753.834239833,0.0,0.0,,,50835.22965787671,246.10376387118336,3672.5008180851028,,,46249.70667395052,-272.7421707109289,8776.869736593411,,,,-98.67358131659525,,56008.787435495,-0.023977120843209628,56008.787435495,0.0,0.0,,,53660.62768321486,-47.46144530411741,2395.621197584263,,,48443.791503708795,-249.98168009534353,7814.977611881552,,,,-90.15913585201076,,140453622250.90015,0.004865820461602113,140453622250.90015,0.0,0.0,,,145359959657.3061,-4324657241.877995,-581680164.5279503,,,129039532493.94882,-2840796503.240804,14254886260.19213,,,,-5726667067.18127,,1047912759137.8969,-0.013516966436016629,1047912759137.8969,0.0,0.0,,,992401992848.1539,-829234051.6869258,56340000341.42985,,,897633612852.4839,-2139946382.5560036,152419092667.96896,,,,-6685306043.678078,
2021-02-21,55969.530622648,-0.025428681857085838,55969.530622648,0.0,0.0,51595.354703206,-0.023673687197859974,53695.458191645135,-42.69481201907527,2316.7672430219427,,,48445.97055327568,-284.68879044664703,7808.248859818971,,,,-168.6762153062402,,58301.831486473,0.015397379231188718,58301.831486473,0.0,0.0,53756.93026892028,-0.022966979351807103,55327.03332738657,-216.26173341613443,3191.059892502564,,,50354.6454862676,-251.76405421937395,8198.950054424775,,,,-607.0082745203014,,55560.541830753,0.11731635645767988,55560.541830753,0.0,0.0,50647.975841212006,-0.009695774988865185,50560.99724917371,134.30720048208238,4865.237381097202,,,46638.44993959111,-346.8961252962238,9268.98801645811,,,,-749.3001872913318,,57367.946141722,0.05766024535728612,57367.946141722,0.0,0.0,52885.626386147,-0.017285714414909233,53296.34855761129,36.49506689836971,4035.102517212344,,,48887.10178977261,-429.15839737951455,8910.002749328904,,,,-692.8040331949353,,139771860152.9566,-0.06568650705756207,139771860152.9566,0.0,0.0,129519547634.0365,-0.028888791382372332,149908988598.83112,-15467049164.32449,5329920718.449978,,,128734405401.61868,-468756347.6161423,11506211098.954063,,,,-20873394325.707905,,1062173524746.624,0.04119476613727593,1062173524746.624,0.0,0.0,973598905381.4612,-0.019222396017625508,989386979084.4286,-1608170627.8177624,74394716290.0132,,,904981669468.2892,-5658000495.4079275,162849855773.74277,,,,-14083452929.287504,
2021-02-22,57411.011820817,0.05940230009557288,57411.011820817,0.0,0.0,,,53349.20210237514,12.72491392389754,4049.084804517968,,,48873.28181923053,-441.02370758205586,8978.75370916853,,,,-726.2749435974667,,57411.011820817,0.05940230009557288,57411.011820817,0.0,0.0,,,55226.77542017172,190.0048591212911,1994.2315415239934,,,50798.87247993668,-658.7597030187022,7270.899043899022,,,,-368.5294133560173,,49410.201627632,0.0878176819099428,49410.201627632,0.0,0.0,,,50038.647200951,-171.18852567214728,-457.257047646857,,,47066.326136648764,-1205.4049407683024,3549.2804317515374,,,,-757.4665436713232,,54153.655191753,0.1099651791497308,54153.655191753,0.0,0.0,,,52684.28157438886,65.50472908029664,1403.868888283848,,,49370.538095435055,-1030.1356224366423,5813.252718754589,,,,-802.2638125338622,,149261235644.12186,-0.3516026737880084,149261235644.12186,0.0,0.0,,,150550630311.56744,-2715483985.9541507,1426089318.5085635,,,128893788678.89688,1880968681.5312643,18486478283.69371,,,,-7458776414.8109865,,1019306544378.4252,0.1098599526685873,1019306544378.4252,0.0,0.0,,,984341945525.4474,618717032.2721127,34345881820.70567,,,913156702046.7516,-16256116936.079464,122405959267.75305,,,,-9491661617.708565,
2021-02-23,54099.980661749,0.10126237348506885,54099.980661749,0.0,0.0,,,52695.184978782425,67.78663085618182,1337.0090521103964,,,49356.647655954395,-1055.3798600382436,5798.712865832851,,,,-805.3592220101035,,54099.980661749,0.054634629671626,54099.980661749,0.0,0.0,,,54105.56836400129,55.44201078573003,-61.02971303801366,,,51236.30989393292,-1080.144824150396,3943.8155919664778,,,,-891.7478341230499,,45256.179829757,-0.041399172956947006,45256.179829757,0.0,0.0,,,49130.577574598006,-13.250363610005676,-3861.1473812310023,,,47561.6036521999,-1336.8286263351074,-968.5951961077917,,,,-658.2993897115471,,48514.382154476,-0.021680178065643953,48514.382154476,0.0,0.0,,,51314.29624110014,4.097451405340159,-2804.0115380294833,,,49797.9392006736,-1224.7855476781235,-58.771498519478655,,,,-555.8126269447565,,212151513117.8704,0.195043080734382,212151513117.8704,0.0,0.0,,,153938263264.81454,6051911578.599699,52161338274.45615,,,129155989317.76683,3492418171.0250435,79503105629.07852,,,,-713499969.8159053,,913257487103.7424,-0.015117113434404379,913257487103.7424,0.0,0.0,,,967154167072.6284,604781730.0861567,-54501461698.972145,,,922355936781.8577,-23085225603.179802,13986775925.064568,,,,-14677490413.035154,
2021-02-24,48889.930494258,-0.015792089646241778,48889.930494258,0.0,0.0,,,51327.315853053566,20.693299118259247,-2458.0786579138266,,,49778.80828181394,-1203.0887650191287,314.2109774631897,,,,-590.7177537129052,,51223.540344033,-0.011034979452938994,51223.540344033,0.0,0.0,,,52793.644258507564,214.10551516007382,-1784.2094296346402,,,51591.28856472115,-977.6408412415702,609.8926205534161,,,,-548.2044590974652,,47169.071104729,-0.0020150844133329463,47169.071104729,0.0,0.0,,,47756.610187002,-27.338958340699786,-560.2001239322971,,,47969.08072100398,-942.6217391850544,142.61212291007837,,,,-164.92419203801467,,49577.667053636,0.04550115529016402,49577.667053636,0.0,0.0,,,49913.371428452,87.34057978740404,-423.04495460340354,,,50146.196235600415,-819.0286882434236,250.49950627901194,,,,-417.605173158033,,174558097499.38934,0.337125352471534,174558097499.38934,0.0,0.0,,,151010157994.92975,5289878363.124694,18258061141.3349,,,128439151325.56917,-1891788514.9740486,48010734688.79422,,,,1626431462.7155354,,927168184009.3646,-0.0047178039969690624,927168184009.3646,0.0,0.0,,,942925319360.7892,2749304043.6402664,-18506439395.064827,,,929809806686.2505,-17169061317.417002,14527438640.531137,,,,-7888375740.5833,
